accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,motionAttitudeReferenceFrame,motionGravityX,motionGravityY,motionGravityZ,motionHeading,motionMagneticFieldAccuracy,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionPitch,motionQuaternionW,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionRoll,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionYaw,activity
0.942978,0.150345,-0.036743,XArbitraryZVertical,0.970818,0.174822,-0.164164,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.175725,0.267489,0.555679,0.330363,-0.714515,1.403283,-0.377546,0.086546,-0.304626,-0.124733,-0.190997,0.157374,-2.276552,0
0.846466,0.132080,-0.122131,XArbitraryZVertical,0.982943,0.142849,-0.115833,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.143340,0.209251,0.604846,0.276124,-0.717029,1.453494,1.382717,0.330836,0.203077,0.010282,-0.054333,0.165150,-2.446217,0
1.518936,0.077087,-0.031082,XArbitraryZVertical,0.970200,0.216786,-0.108234,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.218521,0.177744,0.598055,0.297006,-0.722858,1.459697,0.253197,0.181747,-0.048765,-0.119264,0.010585,-0.038799,-2.463725,0
0.951370,0.182281,-0.097488,XArbitraryZVertical,0.982694,0.165078,-0.084038,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.165837,0.184003,0.618192,0.275355,-0.712855,1.485486,-0.667176,-0.129013,-0.136687,-0.011731,-0.002938,-0.074547,-2.484063,0
0.966339,0.051132,-0.127365,XArbitraryZVertical,0.991711,0.052833,-0.117123,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.052858,0.221110,0.623310,0.230051,-0.713913,1.453239,0.447396,0.165056,1.415394,0.100116,0.094094,-0.005695,-2.493915,0
1.108719,0.078079,-0.219543,XArbitraryZVertical,0.988932,-0.068542,-0.131586,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.068595,0.269094,0.630161,0.192624,-0.702411,1.438514,-0.300968,-0.242967,-0.123609,-0.015025,0.137511,-0.033422,-2.469965,0
0.863022,-0.022324,-0.219757,XArbitraryZVertical,0.985841,-0.112160,-0.124648,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.112396,0.358952,0.612928,0.248989,-0.658390,1.445025,-0.214007,-0.153488,-0.401758,-0.260332,0.164604,-0.293259,-2.242399,0
0.944901,-0.015930,-0.247528,XArbitraryZVertical,0.955099,0.103144,-0.277753,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.103327,0.277636,0.537849,0.268033,-0.749530,1.287791,-0.450333,-0.255658,-0.728037,-0.122030,-0.091730,0.025571,-2.354515,0
1.127670,0.042023,-0.313919,XArbitraryZVertical,0.954862,0.066536,-0.289503,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.066585,0.212267,0.562481,0.197139,-0.774399,1.276417,0.914876,0.409527,0.396791,0.034228,-0.083992,0.009871,-2.557125,0
1.072098,0.047638,-0.089111,XArbitraryZVertical,0.978478,-0.147497,-0.144313,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.148037,0.212482,0.648135,0.088117,-0.725953,1.424365,1.126263,0.292001,0.455519,-0.209648,0.232794,-0.129247,-2.699975,0
0.966278,0.137375,-0.023224,XArbitraryZVertical,0.963113,-0.209884,-0.168407,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.211457,0.061909,0.639087,-0.085817,-0.761821,1.397690,0.721928,-1.059600,-0.792896,0.186285,0.361511,0.099452,3.125881,0
0.999329,0.194000,-0.306076,XArbitraryZVertical,0.920624,0.015235,-0.390154,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.015235,-0.109923,0.548508,-0.063739,-0.826434,1.169949,0.758694,-0.423199,-1.164196,-0.032822,0.111001,0.406786,2.887218,0
0.928223,-0.122711,-0.139206,XArbitraryZVertical,0.971979,-0.075690,-0.222548,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.075762,-0.241354,0.576295,-0.237928,-0.743655,1.345712,4.885726,0.371194,-0.202487,-0.096796,0.235678,-0.170625,2.453555,0
0.850861,0.089630,-0.183258,XArbitraryZVertical,0.945744,0.136515,-0.294843,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.136943,-0.464215,0.528964,-0.269769,-0.657211,1.268588,-1.577518,-0.189833,-1.067687,-0.001988,-0.055323,0.040113,2.012478,0
1.121140,0.101837,-0.293777,XArbitraryZVertical,0.958748,0.087531,-0.270444,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.087643,-0.539700,0.479767,-0.366881,-0.586469,1.295860,1.843380,0.250356,0.160391,-0.185250,-0.069770,0.075406,1.720167,0
1.189499,-0.024445,-0.046295,XArbitraryZVertical,0.992805,-0.097079,-0.070102,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.097233,-0.420757,0.516952,-0.444646,-0.598343,1.500303,0.293474,0.704972,1.146889,0.604821,0.268192,-0.285046,1.825229,0
0.948547,0.223999,-0.177414,XArbitraryZVertical,0.970798,0.039735,-0.236584,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.039745,-0.596209,0.421634,-0.451589,-0.512666,1.331755,-0.778487,-1.465001,-1.423983,-0.015567,-0.115296,0.074780,1.451625,0
