accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,motionAttitudeReferenceFrame,motionGravityX,motionGravityY,motionGravityZ,motionHeading,motionMagneticFieldAccuracy,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionPitch,motionQuaternionW,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionRoll,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionYaw,activity
0.438553,-0.055634,-0.261063,XArbitraryZVertical,0.362229,0.024309,-0.931772,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.024312,0.925907,-0.073440,0.169471,0.329519,0.370773,0.938208,2.311958,0.334420,-0.211914,-0.085665,-0.089865,0.688381,0
0.653946,0.139496,-0.659073,XArbitraryZVertical,0.690979,0.069630,-0.719514,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.069686,0.847007,-0.185905,0.325088,0.377275,0.765171,-1.856546,0.001173,0.824421,-0.253189,-0.128163,0.492402,0.866133,0
0.884033,0.307266,-0.706192,XArbitraryZVertical,0.741713,0.195732,-0.641522,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.197004,0.766170,-0.309811,0.288542,0.483471,0.857704,-0.634595,0.450948,0.169007,-0.091444,-0.056527,-0.023715,1.216145,0
1.035767,0.339569,-0.547867,XArbitraryZVertical,0.781503,0.217093,-0.584913,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.218836,0.760593,-0.332261,0.311682,0.462552,0.928291,0.156759,0.174225,0.152073,0.109717,0.092217,-0.114230,1.202658,0
0.621826,0.553436,-0.106598,XArbitraryZVertical,0.831910,0.224618,-0.507418,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.226551,0.720900,-0.374390,0.325766,0.483748,1.023097,-0.045386,0.485971,0.440883,0.180953,0.109122,-0.024107,1.309596,0
0.870789,0.206009,-0.177597,XArbitraryZVertical,0.906439,0.375343,-0.193615,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.384766,0.568620,-0.575941,0.267366,0.522952,1.360359,-3.659866,1.127489,-0.119165,-0.245550,0.125222,0.086025,1.799760,0
0.596634,0.225388,-0.631821,XArbitraryZVertical,0.900670,0.412083,-0.137770,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.424739,0.596650,-0.581350,0.305201,0.461404,1.419009,0.204183,-0.146571,-0.648085,-0.023473,-0.132679,0.010145,1.682671,0
1.281662,0.332169,-0.555435,XArbitraryZVertical,0.813561,0.175318,-0.554420,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.176229,0.787550,-0.296191,0.367507,0.396200,0.972613,1.554927,-1.283780,0.674383,-0.170373,0.101995,-0.074669,1.025554,0
1.085129,0.025482,-0.195038,XArbitraryZVertical,0.906187,0.264141,-0.330235,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.267313,0.678044,-0.443355,0.371912,0.453182,1.221331,-2.160267,1.846148,1.129504,0.414462,0.082279,-0.237972,1.366021,0
1.073257,0.106552,-0.104675,XArbitraryZVertical,0.988672,0.068583,-0.133504,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.068637,0.657816,-0.359124,0.551614,0.366101,1.436574,0.063681,0.553042,0.251644,0.094076,-0.053630,-0.055827,1.075698,0
